wd_lid,lemma,category,sense,definition
L290491,adoretsu,Q7233569,L290491-S1,adorea duena; adore handikoa
L223337,adoretu,Q24905,L223337-S1,"adoretsu bihurtu, kemena eman"
L226074,ados egon,Q24905,L226074-S1,"bat etorri, iritzi berekoak izan"
L226584,ados etorri,Q24905,L226584-S1,"bat etorri, iritzi berekoak izan"
L225005,ados gelditu,Q24905,L225005-S1,"bat etorri, iritzi berekoak izan"
L226575,ados jarri,Q24905,L226575-S1,"bat etorri, iritzi berekoak izan"
L50576,adostasun,Q1084,L50576-S1,ados etortzea edo egotea
L222661,adostu,Q24905,L222661-S1,"ados egin, tanto-kopuru berdina lortu edo izan"
L222661,adostu,Q24905,L222661-S2,"bat etorri, bat jarri"
L49519,adreilu,Q1084,L49519-S1,paralelepipedo-formako buztinezko pieza labean errea. Eraikuntzan hormak egiteko erabiltzen da
L49475,adrenalina,Q1084,L49475-S1,"(Biokim.) giltzurrunen gainean dauden guruinek jariatutako hormona. Odol-hodiak estutu eta bihotz-taupadak azkartu egiten ditu, eta ondorioz, presio arteriala igoarazten du"
L230961,adsortzio,Q1084,L230961-S1,solidoek beren azalean molekula edo ioi gaseoso edo likidoei eustea
L230962,adu,Q1084,L230962-S1,zoria
L49133,aduana,Q1084,L49133-S1,"administrazioaren adarra, mugetan merkantzien sartu-irtena ikuskatzeaz eta horiengatik ordaindu beharreko eskubideak biltzeaz arduratzen dena"
L49133,aduana,Q1084,L49133-S2,aduana-bulegoak dauden lekua edo etxea
L51666,aduanazain,Q1084,L51666-S1,aduanako administrari edo funtzionarioa
L290492,aduktore,Q7233569,L290492-S1,(Anat.) gorputzaren erdiko lerrotik edo gorputz-adar baten ardatzetik organo edo zati bat hurbiltzen duen muskulua
L48891,adulterio,Q1084,L48891-S1,ezkontidea ez den pertsonarekin sexu-harremanak izatea
L290493,adulteriogile,Q7233569,L290493-S1,adulterioa egiten duena
L49675,adur,Q1084,L49675-S1,lerdea
L290494,adurti,Q7233569,L290494-S1,"adurra, lerdea duena edo dariona"
L50548,aerobic,Q1084,L50548-S1,musikaz lagundutako mugimendu azkarrak eginez eta arnasketa kontrolatuz egiten den gimnastika-mota
L290495,aerobiko,Q7233569,L290495-S1,(Biol.) bertan oxigenoa dagoela gertatu edo bizi dena
L290496,aerobio,Q7233569,L290496-S1,"(Biol.) bizi ahal izateko, oxigeno askea behar duen organismoa"
L48980,aerodinamika,Q1084,L48980-S1,(Fis.) gasen higidura aztertzen duen mekanikaren zatia
L48980,aerodinamika,Q1084,L48980-S2,(Fis.) higitzen ari den gorputz baten eta inguratzen duen airearen arteko erlazioa aztertzen duen zientzia
L290497,aerodinamiko,Q7233569,L290497-S1,aerodinamikari dagokiona
L290497,aerodinamiko,Q7233569,L290497-S2,"higitzen diren gorputzez mintzatuz, aireari ahalik eta erresistentziarik txikiena aurkezteko forma egokia duena; bereziki, forma hori duen ibilgailuari esaten zaio"
L48703,aerodromo,Q1084,L48703-S1,hegazkinak lurreratzeko eta aireratzeko prestatu den lursaila eta instalazio osagarrien multzoa
L290498,aeroespazial,Q7233569,L290498-S1,aldi berean aeronautika eta astronautikari dagokiena
L230963,aeroklub,Q1084,L230963-S1,abiazio zibileko pilotuak sortzeko trebakuntza-eskola
L230963,aeroklub,Q1084,L230963-S2,aeronautika praktikatzen dutenen elkartea
L230964,aerolabaingailu,Q1084,L230964-S1,"lehorreko edo itsasoko ibilgailua, bere azpian sortzen den aire-koltxoi baten gainean labaintzen dena. Helizez edo erreaktorez higiarazten da"
L230965,aerolito,Q1084,L230965-S1,(Astron.) meteoritoa
L51943,aeromodelismo,Q1084,L51943-S1,hegazkinen eredu txikiak egiteko teknika eta eredu horien erabilera
L230966,aeronauta,Q1084,L230966-S1,ibilgailu hegalarietan nabigatzen duena
L50535,aeronautika,Q1084,L50535-S1,aire-nabigazioa aztertzen duen zientzia
L290499,aeronautiko,Q7233569,L290499-S1,aeronautikari dagokiona
L51860,aerosol,Q1084,L51860-S1,"(Fis.) airean edo gas batean, solido, likido edo disoluzio baten partikula txit txikien esekidura"
L51860,aerosol,Q1084,L51860-S2,"likido bat presiopean daukan ontzia, goialdean duen balbula sakatuz eta barruko gasak propultsaturik, likidoa oso tanta txikitan egotzi eta inguruan sakabanatzea ahalbidetzen duena"
L230891,aerosorgailu,Q1084,L230891-S1,(Elektr.) haize-sorgailua
L230967,aerostatika,Q1084,L230967-S1,(Fis.) gasen oreka gobernatzen duten legeak aztertzen dituen fisikaren adarra
L290501,aerostatiko,Q7233569,L290501-S1,aerostatikari dagokiona
L230968,aerostato,Q1084,L230968-S1,"(Aeron.) airea baino arinagoa den gas bat erabiliz, airean flotatzen duen ibilgailua"
L230969,aezkera,Q1084,L230969-S1,"Nafarroa Garaiko Aezkoa bailaran mintzatzen den euskalkia, maiz mendebaldeko behe-nafarreraren azpieuskalkitzat jo ohi dena"
L230938,afalaitzin,Q1084,L230938-S1,afalaurrea
L230863,afalaurre,Q1084,L230863-S1,afaldu aurreko denbora
L225466,afaldu,Q24905,L225466-S1,afaria hartu
L49850,afalondo,Q1084,L49850-S1,afaldu ondoko denbora
L49660,afalordu,Q1084,L49660-S1,afaltzeko ordua
L230970,afaloste,Q1084,L230970-S1,afalondoa
L230971,afaltegi,Q1084,L230971-S1,Jesu Kristok bere apostoluekin azken afaria egin zuen gela
L230972,afaltoki,Q1084,L230972-S1,afaltegia
L49802,afari,Q1084,L49802-S1,iluntzean edo gauean egiten den eguneko azken otordua
L300909,afari-merienda,Q1084,L300909-S1,"berandu egiten den merienda oparo bat, afariaren ordez"
L51367,afarite,Q1084,L51367-S1,afaltzea
L230973,afariusi,Q1084,L230973-S1,"barau-egunean, gau aldean egin daitekeen otordu arina"
L230974,afasia,Q1084,L230974-S1,"(Med.) hartutako hizkuntz akatsa, hitz egiteko edo hizkuntza mintzatua edo idatzia ulertzeko gaitasuna galtzean datzana. Garuneko lesio baten ondorioz gertatzen da"
L50723,afektibitate,Q1084,L50723-S1,"(Psikol.) bizitzako zenbait egoeraren aurrean pertsonak dituen erreakzio psikikoen (emozio, sentimendu eta abarren) multzoa. Maitasun edo begikotasunezko sentimenduekin lotu ohi da"
L290502,afektibo,Q7233569,L290502-S1,afektuari dagokiona
L290502,afektibo,Q7233569,L290502-S2,afektibitateari dagokiona
L230975,afektibotasun,Q1084,L230975-S1,afektibitatea
L52088,afektu,Q1084,L52088-S1,norbaitenganako begikotasun edo maitasunezko sentimendua
L230976,afelio,Q1084,L230976-S1,"(Astron.) eguzkia orbitatzen duten astroen orbitan, Eguzkiarekiko punturik urrunena (perihelio-ri kontrajarria)"
L50337,afera,Q1084,L50337-S1,"egitekoa, arazoa"
L52174,afganiera,Q1084,L52174-S1,paxtuera
L224262,afiliatu,Q24905,L224262-S1,"alderdi politiko, sindikatu eta erakunde politikoetan oro har, izena eman eta kide bihurtu"
L49581,afiliazio,Q1084,L49581-S1,"afiliatzea, kide egitea"
L225006,afinatu,Q24905,L225006-S1,"aurrindu, gozatu, tonuan jarri"
L51924,afinitate,Q1084,L51924-S1,(Kim.) substantzia kimikoek elkarrekin konbinatzeko duten joera
L49677,afixa,Q1084,L49677-S1,kartela
L52068,afonia,Q1084,L52068-S1,"hizketan egitean, ahotsaren intentsitatea jaitsi eta tinbrea eta tonua aldarazten dituen patologia"
L290503,afoniko,Q7233569,L290503-S1,afoniari dagokiona; afonia duena
L51387,aforismo,Q1084,L51387-S1,"zientzian edo artean, erregela moduan jartzen den doktrinazko esaldi laburra"
L260351,afrikar,Q34698,L260351-S1,Afrikako herritarra
L260351,afrikar,Q34698,L260351-S2,Afrikakoa edo hari dagokiona
L60671,afrikar,Q1084,L60671-S1,Afrikako herritarra
L290504,afrikari,Q7233569,L290504-S1,(Hizkl.) hasiera leherkaria duen fonema frikaria
L290505,afrodisiako,Q7233569,L290505-S1,desio sexuala handiagotzen duen substantzia
L230977,afta,Q1084,L230977-S1,(Med.) mukosen azaleko ultzerazioa
L230978,agabe,Q1084,L230978-S1,"(Bot.) hosto handi, mamitsu eta arantzadunak dituzten Mexikoko landare batzuen izen arrunta"
L260352,agaramontar,Q34698,L260352-S1,Nafarroako Erresumako ahaide-bandoa; delako bandoko kidea. XV. mendean Nafarroako Erresumako ondorengotza-auzian beaumondarren kontra borrokatu ziren. Azken horien laguntzaz Fernando II.ak Nafarroa Garaia bereganatu zuen (1512)
L230979,agata,Q1084,L230979-S1,(Miner.) zenbait koloretako alde zentrokideak dituen kuartzo-barietatea
L48679,agenda,Q1084,L48679-S1,gogoratu behar diren gauzak idazteko erabiltzen den koaderno edo liburua
L48679,agenda,Q1084,L48679-S2,"komunikabideetan, egun batean dauden ikuskizun edo ekitaldi kulturalen zerrenda"
L294435,agente,Q7233569,L294435-S1,(Hizkl.) aditzak adierazten duen ekintza egiten duena
L50135,agente,Q1084,L50135-S1,zerbait egiteko edo eragiteko gaitasuna duena
L50135,agente,Q1084,L50135-S2,zenbait jarduera ekonomikotako bitartekoa
L50135,agente,Q1084,L50135-S3,herritarren segurtasunaz edo legeak betearazteaz arduratzen den administrazio publikoko langilea
L50135,agente,Q1084,L50135-S4,(Hizkl.) aditzak adierazten duen ekintza egiten duena
L51440,agentzia,Q1084,L51440-S1,agente baten bulegoa
L51440,agentzia,Q1084,L51440-S2,arazoak gestionatzen edo zenbait zerbitzu ematen dituen enpresa
L230980,agerbide,Q1084,L230980-S1,seinalea
L230980,agerbide,Q1084,L230980-S2,"zerbait agertzeko bide edo modua, adierazpidea"
L230981,agergarri,Q1084,L230981-S1,zerbait agertzen edo agerrarazten duena
L294436,ageri,Q7233569,L294436-S1,"ikusgaia dena, ezkutua ez dena; nabarmena, argia"
L60635,ageri,Q1084,L60635-S1,"ikusgaia dena, ezkutua ez dena; nabarmena, argia"
L225688,ageri izan,Q24905,L225688-S1,"ikusgai, ezagun edo ez-ezkutu izan edo bihurtu"
L225688,ageri izan,Q24905,L225688-S2,"nabarmendu, erakutsi"
L267821,ageriko,Q12259986,L267821-S1,agerian dagoena
L267821,ageriko,Q12259986,L267821-S2,"(Fin.) kontu korronteez, aurrezki-libretez eta abarrez mintzatuz, funtsak edozein unetan, aurretiazko abisurik gabe, erabili ahal direna"
L230982,agerkai,Q1084,L230982-S1,agiria
L48793,agerkari,Q1084,L48793-S1,"argitalpena, aldizkaria"
L48793,agerkari,Q1084,L48793-S2,"agerpena, agerraldia"
L52145,agerkunde,Q1084,L52145-S1,(Erl.) Jainkoak naturaz gaindiko bidez gizon-emakumeei egia ezkutuak ezagutaraztea; egia horiek berak
L52145,agerkunde,Q1084,L52145-S2,(Erl.) epifania
L49079,agerpen,Q1084,L49079-S1,agertzea (ekintza eta ondorioa)
L51103,agerraldi,Q1084,L51103-S1,norbait edo zerbait agertzen den aldi bakoitza
L51103,agerraldi,Q1084,L51103-S2,argitaraldia
L51103,agerraldi,Q1084,L51103-S3,izaki abstraktu baten erakusgarri bakoitza
L51103,agerraldi,Q1084,L51103-S4,(Antz.) ekitaldi bat banatzen den zati bakoitza
L49768,agertoki,Q1084,L49768-S1,"antzerki-lanaren fikziozko giroa eratzen duen elementu-multzoa (eszena, dekoratuak, tramoiak eta abar)"
L49768,agertoki,Q1084,L49768-S2,gertaera baten ingurunea
L222685,agertu,Q24905,L222685-S1,"ikusgai bihurtu, begi-bistan azaldu"
L222685,agertu,Q24905,L222685-S2,ezagutarazi; jendartera atera
L222685,agertu,Q24905,L222685-S3,argitaratu
L230983,agertze,Q1084,L230983-S1,"(Zuz.) prozesuari dagokion jarduera bat burutzeko, organo eskumendunaren aurrean aurkeztea"
L300966,agian,Q380057,L300966-S1,"beharbada, apika"
L300967,agian,Q83034,L300967-S1,zerbait gerta dadila nahi dela esateko erabiltzen den hitza
L230984,agiantza,Q1084,L230984-S1,desira
L225007,agiantzatu,Q24905,L225007-S1,"desiratu, nahi izan"
L50834,agindu,Q1084,L50834-S1,"inori agintzen zaiona, bereziki, egin beharrekotzat ezartzen zaiona"
L50834,agindu,Q1084,L50834-S2,"agintzari, promesa"
L50834,agindu,Q1084,L50834-S3,(Inform.) ordenagailuari eragiketa bat burutu dezan adierazteko erabiltzen den lengoaia formal batean idatzitako sekuentzia
L230898,agindupe,Q1084,L230898-S1,norbaiten agindura egotea
L267822,agindupeko,Q12259986,L267822-S1,agintearen azpikoa
L60684,agindupeko,Q1084,L60684-S1,mendekoa
L267823,aginduzko,Q12259986,L267823-S1,nahitaez bete beharrekoa
L267823,aginduzko,Q12259986,L267823-S2,hitz emandakoa
L50411,aginpide,Q1084,L50411-S1,agintzeko boterea edo eskua
L49780,agintaldi,Q1084,L49780-S1,agintariak agintean dirauen denbora
L51671,agintari,Q1084,L51671-S1,aginpidea duen pertsona
L49920,agintaritza,Q1084,L49920-S1,aginpidea gauzatzen den erakunde edo kargua
L49620,aginte,Q1084,L49620-S1,aginpidea
L49620,aginte,Q1084,L49620-S2,agindua
L49620,aginte,Q1084,L49620-S3,"zenbait tresna edo aparatu martxan jartzeko eta kontrolatzeko bidea, gauza edo prozedura"
L49620,aginte,Q1084,L49620-S4,"(Mil.) agindu dezaketenen multzoa, agintaritza"
L260689,agintedun,Q34698,L260689-S1,agintaria
L230985,agintekeria,Q1084,L230985-S1,agintea larderiaz erabiltzea
L50667,agintera,Q1084,L50667-S1,(Hizkl.) solaskide bati edo anitzi emandako agindua edota debekua adierazten duen aditz-modua
L294437,agintzaile,Q7233569,L294437-S1,"agintzeko, aginduak emateko zaletasun handiegia agertzen duena"
L294437,agintzaile,Q7233569,L294437-S2,"agintzen, hitzematen duena"
L51208,agintzaile,Q1084,L51208-S1,"agintzen, hitzematen duena"
L51208,agintzaile,Q1084,L51208-S2,agintaria
L49706,agintzari,Q1084,L49706-S1,zerbait egingo dela aginduz ematen den hitza
L51839,agiraka,Q1084,L51839-S1,errieta
L226339,agiraka egin,Q24905,L226339-S1,errieta egin
L51501,agiri,Q1084,L51501-S1,"zerbait frogatzeko, zerbaiten berri emateko balio duen izkribua"
L51501,agiri,Q1084,L51501-S2,adierazpena
L51513,agiritegi,Q1084,L51513-S1,artxiboa
L230986,agirizain,Q1084,L230986-S1,artxibozaina
L230987,agitazio,Q1084,L230987-S1,agitatzea (ekintza eta ondorioa)
L223384,agitu,Q24905,L223384-S1,"gertatu, jazo"
L267824,agizko,Q12259986,L267824-S1,"gehiengoari dagokiona, gehienek dutena, inolako berezitasunik ez duena"
L230988,aglomeratu,Q1084,L230988-S1,"(Eraik.) material geldoak (hondarra, harri-puskak, zepa edo zuntza) aglomeratzaile batekin nahasiz (zementua, karea eta abar) eta tenperatura- eta presio-baldintza jakinak ezarriz lortzen den eraikuntzarako material artifiziala"
L230988,aglomeratu,Q1084,L230988-S2,(Eraik.) aglomerazioz lortutako forma geometriko erregularreko pieza edo blokea
L230989,aglomerazio,Q1084,L230989-S1,aglomeratzea (ekintza eta ondorioa)
L230989,aglomerazio,Q1084,L230989-S2,hiriak eta bere aldiriek osatutako multzoa (hiri handiez esan ohi da)
L230990,aglutinazio,Q1084,L230990-S1,aglutinatzea (ekintza eta ondorioa)
L230990,aglutinazio,Q1084,L230990-S2,"(Biol.) organismoek mikroorganismo eta parasitoen erasoei aurre egiteko duten defentsa-mekanismo bat. Aglutininek eragiten dute, eta antigenoak elkarri itsatsirik gelditzen dira, multzoak osatuz"
L290506,agnostiko,Q7233569,L290506-S1,"metafisikoa den zernahi, bereziki Jainkoa, ezagutezina delako iritzia duen pertsona"
L230875,agnostizismo,Q1084,L230875-S1,"naturaz gaindiko munduaren, Jainkoaren eta heriotzaren ondoko bizitzaren izatea giza ezagueratik kanpo gelditzen direla irakasten duen teoria eta jarrera"
L230991,agoa,Q1084,L230991-S1,olako sutegian batera urtzen zen burdin zatia
L230906,agoarras,Q1084,L230906-S1,trementina destilatuz lortzen den disolbatzailea
L230992,agogika,Q1084,L230992-S1,(Mus.) abiadura-aldaketarekin lotuta dagoen espresioaren alderdia
L290507,agogiko,Q7233569,L290507-S1,(Mus.) abiadura-aldaketen bidezko espresioari dagokiona
L225516,agondu,Q24905,L225516-S1,"etzanda dagoenak gorputzaren goi-erdia jaso, eserita gelditzeko"
L225516,agondu,Q24905,L225516-S2,zutitu
L49794,agonia,Q1084,L49794-S1,hil aurreko uneak; une horietan gertatzen den bizitzaren oinarrizko funtzioen moteltasun eta ahultasunezko egoera
L49794,agonia,Q1084,L49794-S2,prozesu baten azken fasea edo gainbehera
L294438,agor,Q7233569,L294438-S1,"iturriez, ibaiez, lurrez eta abarrez mintzatuz, urik ez duena"
L294438,agor,Q7233569,L294438-S2,"zuhaitzez, emakumeez eta abarrez mintzatuz, fruiturik ematen ez duena, antzua"
L51404,agor,Q1084,L51404-S1,agortea
L49856,agorraldi,Q1084,L49856-S1,agortea
L49856,agorraldi,Q1084,L49856-S2,"ibai, iturri, laku eta abarren ur-emari edo ur-maila txikieneko urte-garaia"
L290508,agorrezin,Q7233569,L290508-S1,ezin agor daitekeena
L230893,agorrola,Q1084,L230893-S1,"ola zaharra, mendian zegoena eta urik gabe zebilena"
L230993,agortasun,Q1084,L230993-S1,agor denaren nolakotasun edo egoera; lurra agortzen duen urik eza
L230993,agortasun,Q1084,L230993-S2,"ideia, sentimendu eta abarren eza"
L230993,agortasun,Q1084,L230993-S3,antzutasuna
L49006,agorte,Q1084,L49006-S1,"agortasunezko denbora, bereziki, luzea"
L223002,agortu,Q24905,L223002-S1,"agor bihurtu; iturri, putzu eta abarretako ura ahitu"
L223002,agortu,Q24905,L223002-S2,"ahitu, bukatu"
L269576,agortu,Q7233569,L269576-S1,"ahitua, lehortua. Animalien kasuan, esnerik ez duen emeari esaten zaio"
L48860,agot,Q1084,L48860-S1,"Euskal Herriko zenbait tokitan, eta bereziki Nafarroa Garaiko iparraldean, bizi zen jatorri ezezaguneko giza talde bateko kidea. Gizartean baztertuta bizi ziren"
L48860,agot,Q1084,L48860-S2,XVI. eta XVII. mendeetan irain gisa erabilitako hitza
L290509,agradagarri,Q7233569,L290509-S1,"atsegina, atsegingarria, gustagarria"
L290510,agramatikal,Q7233569,L290510-S1,(Hizkl.) ez-gramatikala
L230994,agregatu,Q1084,L230994-S1,"(Hezk.) irakaskuntza ertaineko ikastetxe ofizialetako irakaslea, katedraduna baino maila beheragokoa"
L230994,agregatu,Q1084,L230994-S2,(Pol.) enbaxadore baten manupean lan berezi eta konkretua duen agente diplomatikoa
L52043,agresibitate,Q1084,L52043-S1,agresiorako izaera edo joera
L230995,agresio,Q1084,L230995-S1,erasoa
L48839,agronomia,Q1084,L48839-S1,"landatutako landareen, lurzoruaren, klimaren eta lantzeko tekniken arteko erlazioak aztertzen dituen zientziaren adarra"
L290511,agronomo,Q7233569,L290511-S1,agronomian diharduena eta horretan aditua dena
L50365,aguardient,Q1084,L50365-S1,pattarra
L60674,aguazil,Q1084,L60674-S1,"udaleko bigarren mailako funtzionarioa, bereziki, zainketa-lanak egiten dituena"
L60674,aguazil,Q1084,L60674-S2,justizia-administrazioaren bigarren mailako funtzionario edo zerbitzaria
L290512,agudo,Q7233569,L290512-S1,"trebea, azkarra, argia, prestua"
L224393,agudotu,Q24905,L224393-S1,trebatu
L224393,agudotu,Q24905,L224393-S2,"agudoago, lasterrago gertatu"
L50442,agur,Q1084,L50442-S1,"norbaiti, ikustean edo eskutitz baten hasieran eta, bereziki, harengandik urruntzean edo eskutitz baten bukaeran, egiten zaion adierazpena; horretarako erabiltzen den hitza"
L50442,agur,Q1084,L50442-S2,"norbaiti egindako begirune edo mendekotasunezko adierazpen edo keinua (ahuspeztuz, belaunikatuz, makurtuz eta abar)"
L50442,agur,Q1084,L50442-S3,edozein ekitaldi publikotan agertutakoei eginiko ongietorria
L50442,agur,Q1084,L50442-S4,bertso-saioetako azken eta lehen bertsoa
L50442,agur,Q1084,L50442-S5,"Gipuzkoako dantza, norbaiten omenez edo norbait agurtzeko egiten dena. Erreberentzia ere esaten zaio"
L226217,agur egin,Q24905,L226217-S1,agurtu
L52138,agure,Q1084,L52138-S1,adineko gizona
L224501,aguretu,Q24905,L224501-S1,"agure bihurtu, agure-itxura hartu"
L290513,agurgarri,Q7233569,L290513-S1,begirunez agurtua izatea merezi duena
L290513,agurgarri,Q7233569,L290513-S2,kargua edo duintasuna dela medio begirunezko tratamendua ematen zaion pertsona agurtzeko jaun edo andere hitzaren ondoren erabiltzen den adjektiboa
L50709,agurmaria,Q1084,L50709-S1,(Erl.) katolikoek Jesu Kristoren amari zuzentzen dioten otoitza
L222847,agurtu,Q24905,L222847-S1,"norbaiti, ikustean edo harengandik urruntzean, adeitasunezko hitzak esan edo keinuak egin"
L222847,agurtu,Q24905,L222847-S2,gurtu
L51615,ahabia,Q1084,L51615-S1,"(Bot.) arrautza-formako hosto zorrotz, zerradun eta berde argiak dituen zuhamuxka. Bere fruituak baia jangarriak dira (Vaccinium myrtillus)"
L51615,ahabia,Q1084,L51615-S2,(Bot.) izen bereko landarearen fruitua
L50052,ahaide,Q1084,L50052-S1,"odol berekoa, familia arteko lotura duena"
L50052,ahaide,Q1084,L50052-S2,zerbaitekin kidetasunezko loturaren bat edo jatorri bera duena
L50042,ahaidego,Q1084,L50042-S1,ahaidetasuna
L51493,ahaideria,Q1084,L51493-S1,"ahaideen, senideen multzoa"
L50305,ahaidetasun,Q1084,L50305-S1,ahaideen arteko lotura
L50305,ahaidetasun,Q1084,L50305-S2,jatorri bera duten bi gauzaren arteko lotura
L224781,ahaidetu,Q24905,L224781-S1,ahaide bihurtu
L48920,ahaika,Q1084,L48920-S1,"norbait zerbaitetara, bereziki indarkeriazko ekintzetara, bultzatzeko egiten den zirikada"
L230996,ahaikari,Q1084,L230996-S1,beste norbait indarkeriara bultzatzen edo zirikatzen duena
L230997,ahakar,Q1084,L230997-S1,liskarra
L230997,ahakar,Q1084,L230997-S2,errieta
L226385,ahakar egin,Q24905,L226385-S1,errieta egin
L224263,ahakartu,Q24905,L224263-S1,"liskartu, aharratu"
L52002,ahal,Q1084,L52002-S1,ahalmena; indarra
L222718,ahal izan,Q24905,L222718-S1,"zerbait gertatzeko edo egiteko ezintasunik, eragozpenik edo debekurik ez izan"
L50358,ahalbide,Q1084,L50358-S1,norbaitek edo zerbaitek ahal duena
L222889,ahalbidetu,Q24905,L222889-S1,zerbait burutzea lortzeko beharrezko aukerak eman
L260690,ahaldun,Q34698,L260690-S1,ahala edo boterea duena
L51496,ahaldun,Q1084,L51496-S1,ahala edo boterea duena
L51496,ahaldun,Q1084,L51496-S2,norbaitek bere ordez ari dadin esku ematen dion pertsona
