lexeme,lemma,statement
L2528,alosain,L2528-0212EE84-F21D-4535-BD52-D56B671D216A
L2529,alosia,L2529-9B2A7AE4-8DD3-40AD-ABCD-F904BC00A13E
L2530,alosidun,L2530-12879FDC-2EC3-44A1-9B6F-80ACFA262F83
L2531,alositsu,L2531-C6D7FBB7-4A62-4912-A511-B2F2FE2999C5
L2532,alosna,L2532-F21393FF-AEFB-42E4-BF6F-BE1246485119
L2533,alote,L2533-96F4A6B5-7F82-4069-83EC-610D0AFA255F
L2534,alotege,L2534-2CED7926-AF8C-4A06-B717-E2F6E1CE42CF
L2835,ametitu,L2835-FB567700-1708-4737-BA83-A16F9DA9F0CF
L2836,ameto,L2836-A65E173B-FCF0-4F50-AABB-CD0CF04F78D9
L2837,ametralladora,L2837-2166D6DE-0B70-42ED-9061-BAD616EE8D51
L2838,amets,L2838-81AB3BD4-4CF0-4D31-AB56-3069D5280EFC
L2839,ametsaldi,L2839-D55B8C07-DE61-4677-A445-782EA0354F05
L2840,ametseta,L2840-3DC7F04C-4B22-458C-A773-CCFEC664DE81
L2841,ametsezko,L2841-C7BA0D26-57A1-4671-819E-83ED5ED8B72C
L2842,ametxar,L2842-EE055CC9-8200-4C65-BD71-9D70B4F9CF81
L2843,ametxorri,L2843-57EEE1F3-42C4-430D-9A36-80A800D5E675
L2844,ametz,L2844-8A137305-6642-46AB-A682-6F543CF599E6
L2845,ametza,L2845-6C96D7B0-8423-4C26-B6F1-AB8705F55901
L2846,ametzaria,L2846-B2453F7F-3203-4CAD-A6C0-52BCB348B7EE
L2847,ametzarri,L2847-EB9C909D-C3A1-4DCF-B7FC-FB6218C99C4D
L2848,ametzen,L2848-FD5457E8-432B-49F3-AFB4-EEEDEE47FF67
L2849,amezki,L2849-61E35A82-B929-4257-A3E4-5A9147E7BCFE
L2850,amezkila,L2850-7ED31AE7-D1A7-49C8-B1EF-90FDDFF0FEFC
L2851,ameztegi,L2851-464B9DA8-F127-4E36-AC3C-A7EB481CAE67
L2852,amezti,L2852-B247FDEF-AE19-4125-BF00-2E383612FF4C
L2853,ami,L2853-D020F899-9A83-48A2-BB36-70F97384EEB0
L2854,amia,L2854-0FDE40B1-C1D8-4595-842B-9CA1024F0987
L2855,amiamo,L2855-13938B2F-0E5A-43F4-80AD-584714D12708
L2856,amiamoko,L2856-140121D8-2EA3-4891-B155-246455756B74
L2857,amiarma,L2857-64B3F573-3FAA-429B-8B95-4A7B4F94D46D
L2858,amigi,L2858-6089A950-5821-4255-8FE7-1AD82CBF4C9D
L2859,amigo,L2859-EF74E065-65C1-4F76-B0DD-1A931930B788
L2860,amigotasun,L2860-17FDF075-CEE7-4773-99E7-20F3480B0626
L2861,hamikatu,L2861-381AF51D-54EF-4051-865F-5490D4E43F16
L2862,amil,L2862-91718D85-4329-4CD0-B855-D2CB5B2BD9E0
L2863,amila,L2863-3DCF9FA2-C666-41A9-BB42-72F588AD176E
L2864,amilaga,L2864-66469B3C-0B9E-4698-A267-6BCDE9E964A8
L2865,amilamia,L2865-1A7E9E9F-1990-4891-A665-F04C7788B907
L2866,amilana,L2866-AA21EF5B-228C-40E0-A99B-CCF9671D971E
L2867,amilbera,L2867-580F2F31-EE7D-499F-8F02-B0975BFCB153
L2868,amilbide,L2868-964AA769-DAED-4EE5-A380-1E8BF4CF93CC
L2869,amilburu,L2869-EB160EED-A166-43A2-8CBD-49477ACB11C4
L2870,amildegi,L2870-2E1E93DC-B7DB-4408-91E6-112348A98503
L2871,amildu,L2871-5F512FEF-6133-4C76-B440-2683ACBB0442
L2872,amilerazi,L2872-90DA4191-133A-4BCC-AFD4-0F754F5939FE
L2873,amileta,L2873-6FF807EA-B9B1-44B6-A4DA-918383DCC89C
L2874,amilka,L2874-72315C54-F892-415E-90FE-C6C603489EC6
L2875,amilkari,L2875-52B8C24D-64D8-4AE7-8C14-47E255FFC26F
L2876,amilkatu,L2876-DA5AC87D-1679-4003-B0CB-D5781318EAC7
L2877,amilkor,L2877-0DD1E92E-64AA-4174-A1AE-E44D92F69D72
L2878,amilotx,L2878-CC09FBE8-78EF-481A-A3ED-07CCB2B2304D
L2879,amilpe,L2879-FDC12830-8883-4F68-9F80-226E97EEA8A4
L2880,amilperatu,L2880-82EEA5D8-7827-488C-BC74-03BCAAF846B8
L2881,amiltoki,L2881-70A61427-394B-419C-B343-5384C3F92B1D
L2882,amiltsu,L2882-B6BD72F3-1796-4D0C-9202-8E6BAA0DC73F
L2883,amiltxori,L2883-B95E137E-08AA-4FD7-88E8-099798E24136
L2884,amiltza,L2884-81D1264A-6F87-42CD-AF0B-1822AFB24410
L2885,amilu,L2885-3C417F2F-B2BD-4AC0-8E4B-B7E5E4266790
L2886,amindala,L2886-EB636D34-19EE-462D-BD33-D3FAEC7F3C0C
L2887,aminttirrina,L2887-3C92CE3D-235D-4B6D-8364-1ACFF43456E1
L2888,amintto,L2888-2610E1DC-7DD6-45BB-9D67-3F44C9E39149
L2889,amiña,L2889-538C8835-95AF-4105-ACAF-1BEBBDE51E22
L2890,amiñi,L2890-7D6DE815-9625-4DD8-B75E-DD50B25F90C0
L2891,amiño,L2891-AF35AB51-21CE-45B5-A241-F2FA0A5F8435
L2892,amiñude,L2892-39A6FF45-84E1-4840-B6F3-F32CF273A067
L2893,amiral,L2893-51EEFE06-51C6-452E-B4D4-58C6E19F8BE0
L2894,amirun,L2894-563645D4-DC5D-43FE-B2BC-F445EA9043DE
L2895,amirundu,L2895-3F7D50BE-4C28-44F3-84E7-9054BBA4DD17
L2896,amistade,L2896-52FC28E6-F064-4532-9CB3-8069A8305808
L2897,amistantza,L2897-67F0A562-CDAD-4E4A-8E27-5D8D33C14F4A
L2898,amitu,L2898-08C272C1-410B-4086-81C6-2A0740467CFA
L2899,amitxi,L2899-8FB397A7-617A-460A-9DB8-E5D402CBE9CB
L2900,amiun,L2900-33A447B7-5D43-4068-AC23-7E6266EE69F3
L2901,amizkle,L2901-B44D7143-9412-4F1A-A41B-25C902663B23
L2902,amodio,L2902-DFC59D5D-052A-4ABA-A00B-B5477EF35481
L2903,amodiogabe,L2903-CB11B75F-5BD9-4CAA-A285-D00DFE1043E7
L2904,amodiogile,L2904-FC2D1B98-CDE2-443E-8457-533A1D605AFD
L2905,amodiotasun,L2905-B45EF6A1-9715-43D9-93E1-8A7EF0771339
L2906,amodiotsu,L2906-8522D0D8-8901-46E6-97DA-B920C7E50960
L2907,amodiozki,L2907-6A98E85F-88EF-47EC-BF4B-5AD4ECD757A1
L2908,amoina,L2908-466AFEE6-4F27-47D3-9467-DDC006E0FA5F
L2909,amoinatto,L2909-88E4FC84-2FA9-4FE6-9356-D2B9008A5683
L2910,amoinero,L2910-5932F9A8-7096-4A67-9C61-756D73BFF792
L2911,amoko,L2911-3E606B36-187E-4740-BA6D-CD6E5C525E8A
L2912,amolatu,L2912-FAAAE83A-AAB8-484E-9E6B-FA6156FEC689
L2913,amoltsura,L2913-C53B5BF9-55B6-4ACF-A478-8223C49DDE99
L2914,amoma,L2914-B634EFFC-C9E2-498C-A040-0AE90DCD4C0C
L2915,amona,L2915-331D80C2-4A82-4FD8-B1AA-9B650DCF4CE3
L2916,amonatu,L2916-C69D34E3-7757-4316-9F27-C4CFCB0FF2C3
L2917,amonatxo,L2917-D22647D6-8392-462F-8E90-DD5871CD4D58
L2918,amonazio,L2918-49B3A493-5E0C-4055-8BDF-14DFA21A7F07
L2919,amondu,L2919-2D141416-B279-4D83-A334-5B1394C273B5
L2920,amoniako,L2920-EBE92042-3282-4711-8FA2-0E5137F64FF8
L2921,amonorde,L2921-3368A092-8D75-43BB-8EC8-30469E7BDE8F
L2922,amoña,L2922-28468AB5-D660-4D2D-8D8E-6B0DE85B76E6
L2923,amoñatu,L2923-D19AD182-659F-43F4-949D-5875D051EC74
L2924,amor,L2924-7DDED241-F515-43B6-A46C-E109370AB490
L2925,amoragarri,L2925-F04A0239-B192-498F-A41F-72E3C5C82EC4
L2926,amorante,L2926-0865DCC3-8F3C-4A2A-9DDD-F70BB8D732FA
L2927,amorantia,L2927-62923CBB-FF22-4C59-9993-4F0EFCE1E861
L2928,amoratu,L2928-62587A7C-C3C7-48FA-B7DA-FB33129448BC
L2929,amore,L2929-683AE0A9-0C79-42FE-8E3F-A5D43F56DF8A
L2930,amoretsu,L2930-414DD39A-581B-494A-BC54-AF2C625D60E7
L2931,amorio,L2931-201DF073-EFAA-4409-9276-192BE5E9DC15
L2932,amoros,L2932-5BDF26BB-148D-4983-8910-4A2B916EA6F0
L2933,amorosgarri,L2933-89815DDE-BEB8-4CF9-AFD4-1D7C72594304
L2934,amoroskeria,L2934-70078975-E066-4C51-870E-1F30759CE2EC
L3035,anazka,L3035-4223BEA7-07D2-420C-957C-E835B1263882
L3036,anbaldu,L3036-65D938CF-BECF-475C-AB42-FE040616E629
L3037,anbar,L3037-4C5F4097-9BB5-4BDE-87AD-DA9D716C56F5
L3038,anbaratu,L3038-6B9297B6-46CA-42DD-9417-38EB5A6B0457
L3039,anbarra,L3039-191B58F9-C0DA-4CB7-9C38-8A20DC29C725
L3040,anbiolajakin,L3040-A5D03D5F-F5B4-4A30-B213-F63EF2D5B518
L3041,anbizionatu,L3041-CC5BC0F0-B25F-48B5-A61E-13DF6628C52F
L3042,anbizione,L3042-42069264-FE75-4EC1-86A6-CD9D63D71550
L3043,anbo,L3043-6D2D9B46-D882-4A35-8303-CC00E9880125
L3044,anbulo,L3044-3FAA514C-6DA5-4CBA-BD08-4AC687566270
L3045,anbulu,L3045-D4850476-91C6-46FB-9723-B0CA2A2D17F4
L3046,anda,L3046-AD45A753-D7B1-4EBE-816C-CD0A0EDAE5A5
L3047,andabedar,L3047-5D736DC5-D3BD-4174-BB26-C0A920CAAACE
L3048,andabela,L3048-9C7BDB7D-F316-47F3-A1E5-0E74B052EBDB
L3049,andabide,L3049-358E5F21-CB32-4DCC-99F3-57058F4E882E
L3050,andaburu,L3050-743D9C7D-E1B9-4391-895A-2FBF324BBDE1
L3051,andaburuko,L3051-939C07CE-E57C-4A63-A6DA-A782A2728EE1
L3052,andadera,L3052-1DC6EAB2-5B18-4354-9D12-29C432113E33
L3053,andaerrai,L3053-2B5AA094-59B5-4341-A368-8163C31EF9EE
L3054,andagora,L3054-8D3D8ED3-178D-4DF0-9326-6E8F500E342B
L3055,andaitz,L3055-012BBD83-CD69-4BFE-B96E-070B9BE2298E
L3056,andaluz,L3056-A081815E-8A88-48BC-9EAA-0A453E99EDC0
L3057,andaluziar,L3057-39C30B52-C287-4BDE-8E9F-AF0BE0E34724
L3058,andaluzkada,L3058-EFC931B0-4766-4BA8-B4CD-3D03B62BECB0
L3059,andaluzkeria,L3059-2B6086D0-2D33-496C-BD73-C37B24507107
L3060,andana,L3060-29133AFF-BA94-4BDD-906C-5C43F3129B02
L3061,andanaka,L3061-F7BC7A99-FCCE-4280-AF8E-144D171E5489
L3062,andanaketa,L3062-56F17C7A-66C5-43BD-A732-E5A10D336503
L3063,andanaño,L3063-928C585D-1CC5-4A37-8598-A28444D9DC48
L3064,andanatto,L3064-85564A3C-FE89-4EEE-B2A8-C7B84EED484C
L3065,andar,L3065-7FFFA74C-73A3-4604-A8BC-56F84B547631
L3066,andarako,L3066-D900A19A-10C4-4A35-84A5-40DF19C9C76C
L3067,andarka,L3067-ADB14A15-BC34-4340-A9B4-8E0BC2572E2B
L3068,andarkari,L3068-2D8B9903-723E-4DB0-B6FF-F6DF0899872E
L3069,andarkatu,L3069-71DA98E6-5798-4AB0-80C4-49BC9C2EF70F
L3070,andarkoka,L3070-8B42C731-D791-4CE5-BD34-327806A8DF01
L3071,andarrai,L3071-494339C6-E077-4A33-939D-0A1D3CD42CDE
L3072,andatu,L3072-E6EBF230-9302-4984-965C-A3DB600FAE8B
L3073,anddere,L3073-0CA88572-3B67-4AF8-AD8B-D66760EF44DF
L3074,anddereijer,L3074-FA61773D-B8DC-40B2-B3AF-2B445F8B4C21
L3075,andderusa,L3075-C9764C97-9C94-4406-ACB7-A43E2CEAFDCA
L3076,andea,L3076-DBAE4232-A5F4-433D-96B5-779C6A20DA6F
L3077,andeakor,L3077-BA29DEBE-6E1E-4DB6-A372-0E23912F9138
L3078,andeakortasun,L3078-B4C66955-457F-428B-AEC3-2B55BF0C2BAA
L3079,andeamendu,L3079-0A8C6382-9CEC-494F-954E-68AFB5929647
L3080,andeari,L3080-B8D388A3-AC60-40EC-9CBE-D49E3D380E49
L3081,andeatu,L3081-CE22482B-6520-4F8E-B1B7-3B55C9BE7235
L3082,andeatze,L3082-01D2CEC7-139F-4393-8997-3DB7933377C3
L3083,andel,L3083-4E1DF3BC-88BB-47AF-A00B-E5F91E920163
L3084,anderatu,L3084-B25D1F42-CC6B-4884-A312-86261C376C09
L3085,anderauren,L3085-760C8C4F-5860-46CE-BB7D-022AC31474A9
L3086,andere,L3086-CC508009-ABAB-4E54-944D-46FFE9252E5A
L3087,andereder,L3087-62535A5E-E487-4D23-96BD-11BA5340C5BF
L3088,andereño,L3088-D830AB02-2DA9-42F5-8341-6C4F2549ECDF
L3089,andereria,L3089-81E54E8A-6085-48B9-BA0D-231918A1231A
L3090,andereska,L3090-A76CAE7E-57B1-4206-A85A-A919377E1CF7
L3091,anderetto,L3091-B5AD823B-898F-4C8B-9375-54799D175B43
L3092,anderrai,L3092-D40B4956-610A-4349-B1EE-F4ACA537F017
L3093,handiagotu,L3093-58E1B7D7-DC5D-48CA-AE4C-77619372FC56
L3094,handiari,L3094-69BB3AF2-65C5-4837-A034-B1F4B8C077AC
L3095,handibide,L3095-0B372960-2BEC-46F6-A21F-4F6BAD5D9586
L3096,handidura,L3096-6A20946D-7EDD-4EDD-8E3C-80DE9D1ED11A
L3097,handientsu,L3097-2EEA1323-1A81-4758-BBC8-065B226F6114
L3098,handientza,L3098-E2CA94AB-A731-4A66-BBA3-746B9E9A3D6E
L3099,handiera,L3099-8681F871-A8A3-41BA-BAA1-6F63B5437FC3
L3100,handierazi,L3100-B068DF47-D36C-4563-937A-F71549DF76A8
L3101,handiesle,L3101-44EB8A01-F234-4169-8B5F-1A3731547653
L3102,handiespen,L3102-D5B564DD-08FB-442A-8EC4-3A8BC1DB3096
L3103,handieste,L3103-1EBEDDE2-A4E3-40FD-AEF0-DAE6C8504428
L3104,handietserazi,L3104-C5961EAE-26A4-47F1-9E22-372B8A2D542A
L3105,handietsi,L3105-5B7C089D-B8FB-484A-B87A-438FB84757C8
L3106,handietxe,L3106-77B9C8CA-3B5A-49B8-9748-23ED053CE1C5
L3107,handigai,L3107-BC9763B7-AB1D-4D72-9A3C-D57CB123F88F
L3108,handigarri,L3108-90DC4944-01AB-4DFA-B9AE-404FE42BE272
L3109,handigitar,L3109-DA0018F2-73EA-44BE-BBF5-AAF617ED0125
L3110,handigoa,L3110-67FC828C-94F7-4DA3-995F-075FD2DA6A3A
L3111,handigoi,L3111-2CC18067-9F59-4208-89D9-0775BB3B6B74
L3112,handigura,L3112-386CE933-207D-42EB-A8B5-9DB1A30509FC
L3113,handikari,L3113-C6275239-84EC-4BBF-A40C-951C6E80393E
L3114,handikeria,L3114-97A3476B-65F8-44BD-B9AB-B347FCB91B7A
L3115,handiki,L3115-01A58E82-D7C7-4074-9376-7A189E9E29A7
L3116,handikigo,L3116-989FAA2E-00C2-46C0-81C0-56FD31D6110F
L3117,handikigura,L3117-B1284894-CBDF-4AEB-8412-545B9EFCC104
L3118,handikigurako,L3118-D47FA15B-B4F0-4601-8EEA-04E3EB839A36
L3119,handikikume,L3119-4ADFE55F-C4F1-4205-86CE-0D3B3180C1FA
L3120,handikiro,L3120-8261EE9A-D8FC-4F24-ABBE-A550DDBD7A2C
L3121,handikitar,L3121-AA989B2E-34D4-4338-BA4F-E9E0233FCBF3
L3122,handikitasun,L3122-27C05E9D-9269-4624-BB7E-2E95D9D20F11
L3123,handikitu,L3123-9AAF1639-1A32-4399-B44F-E91ED8C1675F
L3124,handikor,L3124-EC7660C9-ED8C-4CDA-861F-C477FB352754
L3125,handikote,L3125-CFE93618-D038-4593-BBC9-113890A0C340
L3126,handimin,L3126-16FFF171-C51B-41D5-B155-8CDB71555D9E
L3127,handinahi,L3127-1925FEEE-A71F-4153-BD22-91CF67F0DFA9
L3128,handinahikeria,L3128-8772D643-62F8-4EE6-9FA9-61A31FD7580A
L3129,handinahiko,L3129-D9064AA7-769F-4A30-A547-FD1F7F7E3D67
L3130,handinahitasun,L3130-CF61722D-1220-49D3-82C8-C8BCD19B6C85
L3131,handinahizko,L3131-AA2AEE91-DAD3-49CE-86B7-FAB9EBF224BE
L3132,handios,L3132-84DC31ED-3E46-4D2C-BC1E-3DE57C0A6685
L3133,handiostarzun,L3133-66B68349-BE42-42E9-860A-E4401DE30971
L3134,handiputz,L3134-C02FD8D6-76D7-4B71-B262-A3F5912F2EEA
L2935,amoroso,L2935-CD05BDF7-C91A-4CA1-AE53-B795C974A5D6
L2936,amorosoki,L2936-D5DF65A0-53E7-41C1-8F62-194516CA1B90
L2937,amorostasun,L2937-F01D2228-DB68-4DF6-A110-3D07BC2D06DD
L2938,amorostu,L2938-7657B883-F885-43A3-9555-D9C0B52240B0
L2939,amoroto,L2939-4867BC91-BD72-489B-ABC5-0F1AE6C8648A
L2940,amorotsu,L2940-216E996E-E6D2-40D7-BF9C-1A73E5A3DA6C
L2941,amorragarri,L2941-B22F5CEC-E23F-4FAA-B814-44D5B1AD370C
L2942,amorragotu,L2942-15E621DD-C537-4A60-A7A8-529FE1DD592B
L2943,amorrain,L2943-25AE0C52-17BD-41F7-A540-6181724DBF33
L2944,amorraiska,L2944-A3060F66-1EE9-4DCE-A3E8-C2B492C71642
L2945,amorraldi,L2945-3E36A526-9CAB-4657-8BB3-B9DF5301FDE1
L2946,amorranz,L2946-347ED4FA-EBB4-4490-ABC7-864937695E99
L2947,amorrarazi,L2947-9EE87D33-4A13-48BE-9773-D5EBCAFE40CA
L2948,amorratu,L2948-AA1F6E7D-7514-473E-BE07-71246DEAF94A
L2949,amorrazale,L2949-EE4101C5-A094-4EC1-BBCF-D2993D15441E
L2950,amorrazio,L2950-776C877B-C05C-4279-B532-1D8E17B8EEDD
L2951,amorroin,L2951-FD6A1051-CB09-4B06-80F5-46B4C5994A94
L2952,amorrotsu,L2952-DB2C9957-E914-4356-B7C6-340C011B705D
L2953,amorru,L2953-0A31CEA1-1791-4C80-8FB8-AD5A6E8114CF
L2954,amorrugarri,L2954-68683FEE-7CC5-48EF-857C-C2F50D8878C4
L2955,amorruka,L2955-0D13A936-DABD-4340-81E7-4388B223C7C5
L2956,amorz,L2956-1EF27D4D-8551-4367-99A9-EE257A35ADAD
L2957,amu,L2957-CB4E4377-9EC7-44C0-BDD9-EE2C550A9635
L2958,amuarrain,L2958-84DDA8D2-EEBA-42CA-9DA8-3894E4F3C4B2
L2959,amuarraintsu,L2959-9A60CC0A-9959-40E9-8B36-E191E4AEA3E4
L2960,amuarraintxo,L2960-5DE90CCF-588E-451A-8503-90EB12215486
L2961,amudio,L2961-8AE1F7C5-0B21-4C02-8590-4E472ADCD2FB
L2962,amugile,L2962-46D177F5-F7EC-446D-890C-C7009A54DC4B
L2963,amugin,L2963-BC7A7581-2565-439B-8879-876AF7243950
L2964,amugintza,L2964-FAD314BC-DF49-41DF-9FC6-FEB7AE4D4A25
L2965,amuina,L2965-86214E70-55A0-49C4-8D23-71AF378979F7
L2966,amuka,L2966-73A8FA21-1455-4507-9AFB-F346C491D681
L2967,amuko,L2967-A82C3FB4-BB3A-4C9C-B71E-DFDA046B1C86
L2968,amultsu,L2968-659FFCEC-E3B6-45C8-8AE9-4003E084A62A
L2969,amultsukeria,L2969-75EF1FC4-3A90-4825-982B-AA0725ECCDB0
L2970,amultsuki,L2970-BE4C5E86-5D3B-4C8E-A905-F128248DC527
L2971,amultsuro,L2971-7EE6D369-8525-4138-87D3-4AA0932DA439
L2972,amultsutasun,L2972-B3197695-4282-432B-A465-8998E0D06591
L2973,amulu,L2973-832879A8-CB5B-47CB-A975-AE89848E8014
L2974,amuma,L2974-584D87EE-9F00-44E7-B9FD-C7E9C5C3EF79
L2975,amuna,L2975-9CA2EAE5-26F3-4271-BBD8-C43C70E044AC
L2976,amundu,L2976-53BCEA8C-E317-460D-B5CA-FBAAE9932A90
L2977,amuntu,L2977-70BEBFA1-62CC-4D37-9127-1CBF19D25A4E
L2978,amupia,L2978-22984B33-5024-4D21-8163-D779C20BE522
L2979,amupullu,L2979-4C646080-74F7-4ED1-9D71-914FF38110AB
L2980,amurrazale,L2980-E2B024F9-DC84-443D-8743-A1B1298B5E09
L2981,amurri,L2981-D6F84328-E419-466B-B19A-34BAD66AF325
L2982,amurridak,L2982-03D61A31-C7F5-4F37-9AFB-B91FB075217F
L2983,amurusia,L2983-7C7D9482-EFE7-49C5-BE80-8E1649D71C48
L2984,amurusterazi,L2984-B26FD013-1E31-45E0-98BA-1CA498A33C74
L2985,amurutxa,L2985-D085BFDD-1C61-4A26-8629-D4676A573475
L2986,amusatu,L2986-A323380A-05E6-4A8A-85BA-CF0AB528ADDC
L2987,amusko,L2987-E7734E99-946A-4BC8-8AD2-8BCBBA8787DD
L2988,amutarri,L2988-3A03926D-97C5-444C-A39C-80C869DD6CA8
L2989,amutil,L2989-9201A71F-275B-42EE-823C-81F62B675C93
L2990,amutsu,L2990-EE095C81-0A29-4F80-A49F-F2293513F565
L2991,amutu,L2991-CAA72E47-AA85-47DA-B521-6A478EB0096C
L2992,amuzki,L2992-8A4F0B21-27C9-4837-9F2F-8B48E9A9084F
L2993,anabaka,L2993-BFB24D46-E900-432F-BF39-B5AE5320D080
L2994,anabasa,L2994-BE016ABF-92A1-4B6E-926A-ADF04FEC2A67
L2995,anabasitu,L2995-0D18F7EB-2B71-4D1F-A3F0-7E78ABB20839
L2996,anaia,L2996-946846B5-1383-43F2-ACA5-133EE5517047
L2997,anaiakor,L2997-3B1BBC44-8969-48E4-B00F-8493B14F4834
L2998,anaiartze,L2998-58F53336-8F34-4E50-96D6-14028E23C51C
L2999,anaiatu,L2999-AD447EB2-1240-4679-BDDA-507ED4347319
L3000,anaiatxo,L3000-21E11285-D636-4DF2-89A7-CC1E88C76A8A
L3001,anaiazki,L3001-10C42A80-EE3A-409A-BCBC-0DAAE83FA80D
L3002,anaiazko,L3002-9431EA64-8CD1-43C7-A025-DC644E326DF4
L3003,anaide,L3003-73714CEF-1919-4292-8C89-45AF23C2C555
L3004,anaidi,L3004-D3DFCACC-415E-4551-B562-63E73FB35CB2
L3005,anaiera,L3005-1ED344C5-A772-418A-B0B3-8485AB82B146
L3006,anaigile,L3006-81AE40D8-3DB7-4173-8AFA-1A862D182FB9
L3007,anaigo,L3007-A515108F-E10F-4565-8903-C73E3F7C6EB6
L3008,anaiki,L3008-2D8AA6F0-66A4-4075-B52C-FA23BCDF38F5
L3009,anaikide,L3009-23359264-FCE3-4E5E-8425-E16F100915E7
L3010,anaikidego,L3010-D4D798A7-4EBC-41D9-84D1-20AB02267453
L3011,anaikiro,L3011-560C26A0-4635-454B-9A5C-7F71FCFA6C69
L3012,anaikoi,L3012-241655E2-E92E-4A51-B57E-758E5A82CFA3
L3013,anaikor,L3013-CCE05670-37CE-4357-A375-CC743E9F78EB
L3014,anaiorde,L3014-E0410185-C11F-40B4-B2BD-0A7A962F91EE
L3015,anaitar,L3015-50EF213F-99DF-4EF2-AF87-B177518C03F9
L3016,anaitartasun,L3016-D6B12C01-7B98-47D9-8563-4C9C6702F820
L3017,anaitasun,L3017-D961E3C1-2C0E-4945-B822-A791410C5C04
L3018,anaitegi,L3018-BBF6FD8A-B7C8-4EE3-A9D8-F1CFBC0FE7E0
L3019,anaiti,L3019-9F922215-C472-4006-B9BE-5715EFEBD7B5
L3020,anaitu,L3020-40123AEB-E694-4AF6-B2CF-344DC29D2F56
L3021,anaitxo,L3021-AA0C159D-FFF8-4E0E-92F3-EAAFCC2A1A4B
L3022,anaitzako,L3022-CEE62644-0A13-419E-9D20-1991E367C69A
L3023,anaizale,L3023-F62AB9F2-8FC2-460B-A662-5C645F1E70C1
L3024,anaizko,L3024-0D473810-8A76-4A60-8560-9A6615B9B593
L3025,anakardo,L3025-B9771F16-1D70-4AF7-BA5D-3173414A2322
L3026,analfabetismo,L3026-B0C54701-0032-4C31-8205-EA8A76A75A49
L3027,analfabeto,L3027-2D85400C-1D69-4254-B9A4-D88A47F3CF7E
L3028,anhara,L3028-D6159E97-1CDF-44F8-91D1-46BA258435F0
L3029,anari,L3029-1986492B-789C-4D4B-B8B9-DBB9A4B8CFEE
L3030,anarkia,L3030-353F974D-E612-46E7-A763-CE1541F0F425
L3031,anarkismo,L3031-0BD30BDC-E96D-49D9-BA75-3DC89D4665BE
L3032,anarkista,L3032-D6E003AB-125B-4DD1-A8CB-7B051283E815
L3033,anatomia,L3033-64C8C790-6075-44A8-BBA8-54CD92541BDA
L3034,anatomiko,L3034-9EF8813D-4B80-4620-84B5-A90CFA3901DB
L3235,angeles,L3235-FC1DC50D-1068-4649-BFA5-CDACD0EDA33F
L3236,angeltasun,L3236-0042DB09-3C12-4586-97E3-27D927855002
L3237,angeru,L3237-934DA5EC-4120-4460-96C3-6362BD80163F
L3238,angeta,L3238-3F2664E9-1C67-46CD-93F1-255452E855C9
L3239,angi,L3239-65BBB194-062E-45D7-B6AA-37BE7FED8A60
L3240,angillurri,L3240-2D41435E-F101-4FA9-8933-772E2B93FA4A
L3241,angira,L3241-C8545785-1D9F-4F5E-843C-D01CD42E70D4
L3242,angles,L3242-E00D41B6-AE50-4C57-BE11-D0290E8CC474
L3243,angletar,L3243-B9BD336B-A35E-4C1A-8AFE-98ABA9C25299
L3244,angoldu,L3244-2A353E17-45ED-4CEC-8B9F-0F9FBB00B1F2
L3245,angora,L3245-37D64403-7345-44D3-9D5F-A9A9D97CD037
L3246,angoro,L3246-71EA3D84-1FF1-4818-A579-661D16801418
L3247,angula,L3247-BB6AD7D8-D7CD-4699-A258-C5637117C8DB
L3248,angulet,L3248-D07D6CDC-53C7-4E56-B6EB-FEB2B2ECB318
L3249,angulo,L3249-C236A451-EEC0-4DD7-8FFA-CED0BA488D77
L3250,angura,L3250-E8EEB8D1-5AAC-4D46-B113-9C0BAA0E4314
L3251,angurri,L3251-A5BC6B9E-0A62-4186-947E-9EDE1DEFE606
L3252,angustia,L3252-6566ACDE-F80C-4551-AD87-032FD364FBAE
L3253,aniamalia,L3253-006138C6-91DA-415A-9A3B-BEBC7A0E48A7
L3254,anikote,L3254-638723D7-3265-44FD-B176-A80F595A4342
L3255,anil,L3255-D582E854-1083-4C28-B7DB-FE921A985F53
L3256,anilatu,L3256-925B5598-01A7-471A-AF00-1E55A468F03E
L3257,anima,L3257-9888D862-FF63-4D84-AD54-8500ABAB2EF3
L3258,animagarri,L3258-34CC74DD-38AC-46D8-BBEA-E28DFEB6074F
L3259,animakide,L3259-1687BC0A-285C-46FE-935E-6846BB40D141
L3260,animale,L3260-ADAF6840-869A-4261-95BC-69845EC13C7E
L3261,animaleki,L3261-EFB18FEA-6014-46B6-A46D-9EFFAAF0FCB1
L3262,animalia,L3262-048A1A9F-8F9E-4E14-8FA8-BEBB0F7D8223
L3263,animaliakeria,L3263-BD4605EF-7B56-4865-AF47-6A0B5D4B49A0
L3264,animaliatasun,L3264-E3E075B1-718D-4402-B1BB-DCC022B70D71
L3265,animaliatxo,L3265-62612CE2-B91E-4F2A-B46D-63BE30926389
L3266,animatu,L3266-2EAD6353-02FE-433A-AFD8-0169F943A44D
L3267,animo,L3267-B1DDA908-D56F-42A4-9977-3069F9A5C6B2
L3268,animodun,L3268-EBAD3956-1DA5-4C08-A1A2-9F5385EBBDDF
L3269,animos,L3269-08791B4A-36EE-4F93-8390-40F62AB33824
